id,en_sent,en_amr,cn_sent,cn_amr,fa_sent,fa_amr
37,"So I lived my life alone , without anyone that I could really talk to , until I had an accident with my plane in the Desert of Sahara , six years ago .",( / : arg1 ( / : arg0 ( / : ( / : polarity - : ( / ) : ( / ) ) ) : arg1 ( / : ) : manner ( / ) : duration ( / : op1 ( / : arg0 : arg1 ( / : mod ( / ) ) : location ( / : : ( / : op1 : op2 : ) ) : time ( / : op1 ( / ) : quant ( / : quant 6 : unit ( / ) ) ) ) ) ) ),我 就 这样 孤独 地 生活 着 ， 没有 一 个 能 真正 谈 得 来 的 人 ， 一直 到 六 年 前 在 撒哈拉 沙漠 上 发生 了 那 次 故障 。,( / : op1 ( ) ( / : arg0 ( ) ( / ) : ( ) ( / ) : manner ( ) ( / ) : manner ( ) ( / : mod ( ) ( / ) ) ) : op2 ( ) ( / : polarity ( ) ( / - ) : arg1 ( ) ( / : mod ( ) ( / : arg0 ( ) ( / : ( ) ( / ) ) : mod ( ) ( / ) ) ) ) : duration ( ) ( / : mod ( ) ( / ) : arg1 ( ) ( / : arg0 ( ) ( / : mod ( ) ( / ) : ( ) ( / ) ) : ( ) ( / ) : time ( ) ( / : op1 ( ) ( / ) : op2 ( ) ( / : quant ( ) ( / 6 ) : unit ( ) ( / ) ) ) : location ( ) ( / : mod ( ) ( / ) ) ) ) ),به اين ترتيب ، من تنها و بی‌آنکه کسی را داشته باشم که حرف حسابی با او بزنم زندگی کردم ، تا شش سال پيش که در صحرای آفريقا هواپيمايم خراب شد .,( / : arg0 ( / : arg0 ( / ) : manner ( / : op1 ( / ) : op2 ( / : polarity - : arg0 : arg1 ( / : ( / : arg0 : mod ( / ) ) ) ) ) : duration ( / : op1 ( / : arg1 ( / : ( / ) ) : ( / ) : time ( / : quant ( / : quant 6 : unit ( / ) ) ) : location ( / : : ( / : op1 ) ) ) ) ) )
38,Something was broken in my engine .,( / : arg1 ( / : ( / : ( / ) ) ) ),我 的 发动机 里 有 个 东西 损坏 了 。,( / : ( ) ( / ) : arg1 ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) ) ) ),يکی از اسبابهای موتور هواپيما شکسته بود .,( / : arg1 ( / : arg1 ( / ) : ( / : ( / : ( / ) ) ) ) )
39,"And as I had with me neither a mechanic nor any passengers , I set myself to attempt the difficult repairs all alone .",( / : op2 ( / : arg0 ( / : arg0 : arg1 ( / : op1 ( / ) : op2 ( / ) ) : ( / ) : polarity - ) : arg1 ( / : arg0 : arg1 ( / : mod ( / ) ) : mod ( / : ( / ) ) ) ) ),当时 由于 我 既 没有 带 机械师 也 没有 带 旅客 ， 我 就 试图 独自 完成 这个 困难 的 维修 工作 。,( / : arg1 ( ) ( / : op1 ( ) ( / : arg1 ( ) ( / ) : polarity ( ) ( / - ) ) : op2 ( ) ( / : arg1 ( ) ( / ) : polarity ( ) ( / - ) ) : arg0 ( ) ( / ) ) : ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / : ( ) ( / ) : arg1 ( ) ( / : mod ( ) ( / ) : mod ( ) ( / ) : mod ( ) ( / ) ) : arg0 ( ) ( / ) ) ) : ( ) ( / ) ),و چون من نه تعمیرکار همراه داشتم و نه مسافر، آماده شدم تا مگر بتوانم به تنهايی از عهده اين تعمير دشوار برآيم .,( / : op1 ( / : arg0 ( / : polarity - : arg0 ( / ) : ( / : op1 ( / ) : op2 ( / ) ) ) : arg1 ( / : arg1 : ( / ) : ( / : arg0 : arg1 ( / : arg0 : arg1 ( / : mod ( / ) ) : mod ( / ) ) ) ) ) )
40,It was a question of life or death for me : I had scarcely enough drinking water to last a week .,( / : arg0 : arg1 ( / : op1 ( / ) : op2 ( / ) ) : arg1-of ( / : arg0 ( / : arg0 ( / ) : arg1 ( / : ( / : arg0 ) : quant ( / : mod ( / ) ) : arg1-of ( / : ( / temporal-quantity : quant 1 : unit ( / ) ) : ) ) ) ) ),这 对 我 来说 是 个 生 与 死 的 问题 。 我 随身 带 的 水 只 够 饮用 一 星期 。,( / : ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / ) : ( ) ( / : mod ( ) ( / : op1 ( ) ( / ) : op2 ( ) ( / ) ) : ( ) ( / ) : ( ) ( / ) ) ) : arg1 ( ) ( / : arg1 ( ) ( / : ( ) ( / temporal-quantity : quant ( ) ( / 1 ) : unit ( ) ( / ) ) ) : arg0 ( ) ( / : arg1-of ( ) ( / : ( ) ( / ) : arg0 ( ) ( / ) ) ) : mod ( ) ( / ) ) ),اين خود برای من مسئله مرگ و زندگی بود زیرا به زحمت آب خوردن برای یه هفته داشتم .,( / : mod ( / : op1 ( / ) : op2 ( / ) ) : ( / ) : ( / ) : arg1-of ( / : arg0 ( / : arg0 : arg1 ( / : ( / ) ) : ( / temporal-quantity : quant 1 : unit ( / ) ) : ( / ) ) ) )
41,"The first night , then , I went to sleep on the sand , a thousand miles from any human habitation .",( / : arg0 ( / ) : location ( / ) : time ( / : ( / ) : ord ( / ordinal-entity : value 1 ) ) : location ( / : ( / : ( / : arg0 ( / ) ) : ( / ) ) : ( / : : ( / ) ) : ( / ) ) ),第一 天 晚上 我 就 睡 在 这 远离 人间 烟火 的 大 沙漠 上 。,( / : arg0 ( ) ( / ) : location ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / ) ) ) : ( ) ( / ) : ( ) ( / ) ) : time ( ) ( / : time ( ) ( / : ord ( ) ( / ordinal-entity : value ( ) ( / 1 ) ) ) ) : ( ) ( / ) ),باری ، شب اول روی شنها و در فاصله هزار ميلی آباديها خوابيدم .,( / : arg0 ( / ) : location ( / : ( / ) : ( / : ( / ) : ( / : : ( / ) ) ) ) : time ( / : ( / ) : ord ( / ordinal-entity : value 1 ) ) )
42,I was more isolated than a shipwrecked sailor on a raft in the middle of the ocean .,( / : arg1 ( / ) : ( / ) : ( / : arg0-of ( / ) : ( / ) : location ( / : location ( / : ( / ) ) ) ) ),我 比 大海 中 伏 在 小 木排 上 的 遇难者 还 要 孤独 得 多 。,( / : ( ) ( / ) : ( ) ( / : arg0-of ( ) ( / ) : arg0-of ( ) ( / : arg1 ( ) ( / : ( ) ( / ) ) ) : location ( ) ( / ) ) : ( ) ( / ) : ( ) ( / ) ),تنهاتر از غريقی بودم که در اقيانوس بر تخته‌پاره‌ای مانده باشد .,( / : ( / ) : arg1 ( / ) : ( / ) : ( / : location ( / : ( / ) : location ( / ) ) : arg0-of ( / ) ) )
43,"Thus you can imagine my amazement , at sunrise , when I was awakened by an odd little voice .",( / : arg1 ( / : arg1 ( / : arg0 ( / ) : arg1 ( / : arg1 ( / ) : time ( / : ( / : arg0 ( / : mod ( / ) : mod ( / ) ) : arg1 ) ) ) ) ) ),而 在 第二 天 拂晓 ， 当 一 个 奇怪 的 小 声音 叫醒 我 的 时候 ， 你们 可以 想见 我 当时 是 多么 吃惊 。,( / : ( ) ( / : arg0 ( ) ( / : arg1 ( ) ( / : arg0 ( ) ( / ) : ( ) ( / ) : time ( ) ( / ) : time ( ) ( / : arg0 ( ) ( / : mod ( ) ( / ) : mod ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) ) : time ( ) ( / : time ( ) ( / : ( ) ( / : ( ) ( / ) ) ) ) ) ) ) ),لابد تعجب مرا حدس می‌زنيد وقتی در طلوع صبح صدای عجيب و بچه‌گانه‌ای مرا از خواب بيدار کرد .,( / : arg0 ( / ) : arg1 ( / : arg0 ( / ) : time ( / : mod ( / ) : ( / : arg0 ( / : ( / : ( / ) : ( / ) ) ) : arg1 ) ) ) )
44,"It said : "" If you please -- draw me a sheep ! """,( / : arg0 ( / ) : arg1 ( / : mode : : arg0 ( / ) : arg1 ( / ) : ( / ) ) ),这 小小 的 声音 说道 ： “ 请 你 给 我 画 一 只 羊 ， 好 吗 ？ ”,( / : arg0 ( ) ( / : ( ) ( / ) : ( ) ( / ) ) : arg1 ( ) ( / : ( ) ( / : ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / ) ) ) : ( ) ( / : mode ( ) ( / ) ) ) ),صدا می‌گفت : بيزحمت يک گوسفند برای من بکش !,( / : arg0 ( / ) : arg1 ( / : mode : : arg0 ( / ) : arg1 ( / ) : ( / ) ) )
45,""" What ! """,( / : ),“ 啊 ？,( / : ( ) ( / : ( ) ( / ) ) ),چی ؟,( / : )
46,""" Draw me a sheep ! """,( / : ( / ) : arg1 ( / ) : ( / ) : ),“ 给 我 画 一 只 羊 … ”,( / : arg1 ( ) ( / : arg1 ( ) ( / : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / ) ) ),يک گوسفند برايم بکش .,( / : : ( / ) : arg1 ( / ) : ( / ) )
47,"I jumped to my feet , completely thunderstruck .",( / : arg0 ( / : mod ( / : ( / ) ) ) : ( / : ) ),我 象 是 受到 惊雷 轰击 一般 ， 一下子 就 站立 起来 。,( / : arg0 ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / : arg0 ( ) ( / ) ) ) ) : mod ( ) ( / ) ),من مثل آدمهای برق‌زده از جا جستم .,( / : arg0 ( / : ( / : mod ( / ) ) ) )
48,I blinked my eyes hard .,( / : arg0 ( / ) : arg1 ( / : ) : ( / ) ),我 使劲 地 揉 了 揉 眼睛 ，,( / : arg0 ( ) ( / ) : arg1 ( ) ( / ) : ( ) ( / : arg0 ( ) ( / ) ) ),خوب چشمهايم را ماليدم .,( / : arg0 ( / ) : arg1 ( / : ) : ( / ) )
49,I looked carefully all around me .,( / : ( / ) : ( / : : ( / ) ) : manner ( / ) ),仔细 地 看 了 看 。,( / : manner ( ) ( / ) ),به دقت نگاه کردم .,( / : ( / ) : manner ( / ) )
50,"And I saw a most extraordinary small person , who stood there examining me with great seriousness .",( / : ( / : arg0 ( / ) : arg1 ( / : mod ( / ) : mod ( / : ( / ) ) : ( / : ( / ) ) : ( / : arg1 : ( / : ( / ) ) ) ) ) ),我 看见 一 个 十分 奇怪 的 小家伙 严肃 地 朝 我 凝眸 望 着 。,( / : arg0 ( ) ( / ) : arg1 ( ) ( / : ( ) ( / ) : arg0 ( ) ( / : mod ( ) ( / : ( ) ( / ) ) : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) ),آدمک خارق‌العاده‌ای را دیدم که با وقار تمام مرا تماشا می‌کرد .,( / : arg0 ( / ) : arg1 ( / : mod ( / ) : ( / : arg1 : ( / : mod ( / ) ) ) ) )
51,"Here you may see the best portrait that , later , I was able to make of him .",( / : ( / : arg0 ( / ) : ( / : arg1-of ( / : ( / ) ) : arg1-of ( / : arg0 ( / ) : arg1-of ( / ) : time ( / : ( / ) ) ) : ( / ) ) : ( / ) ) ),这 是 后来 我 给 他 画 出来 的 最 好 的 一 副 画像 。,( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) : ( ) ( / ) : arg1-of ( ) ( / : arg0 ( ) ( / ) : ( ) ( / ) : time ( ) ( / ) ) ),اينک می‌توانید بهترين تصويری که من بعدها توانستم از او بکشم را ببینید .,( / : ( / : arg0 ( / ) : ( / : arg1-of ( / : ( / ) : ( / ) ) : arg1-of ( / : arg0 ( / ) : ( / ) : time ( / ) : arg1-of ( / ) ) ) : time ( / ) ) )
52,But my drawing is certainly very much less charming than its model .,( / : arg2 ( / : ( / : ( / : ( / ) ) ) : ( / : ( / : ( / ) ) ) : mod ( / ) : ( / : poss ) ) ),可是 ， 我 的 画 当然 要 比 他 本人 的 模样 逊色 得 多 。,( / : arg2 ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / : poss ( ) ( / : ( ) ( / : ( ) ( / ) ) ) ) : ( ) ( / : poss ( ) ( / ) ) ) : mod ( ) ( / ) ) ),اما تصوير من حتما به زيبايی اصل نيست .,( / : arg2 ( / : : ( / : poss ( / ) ) : arg2 ( / ) : ( / ) : mod ( / ) ) )
53,"That , however , is not my fault .",( / : ( / : ( / ) : ( / ) : polarity - ) ),这 不 是 我 的 过错 。,( / : ( ) ( / ) : ( ) ( / ) : polarity ( ) ( / - ) ),تقصير هم ندارم .,( / : polarity - : ( / ) : ( / ) )
54,"The grown - ups discouraged me in my painter 's career when I was six years old , and I never learned to draw anything , except boas from the outside and boas from the inside .",( / : arg0 ( / ) : arg1 ( / ) : arg2 ( / : ( / : ( / ) ) : ) : ( / : arg1 ( / : polarity - : arg0 : arg1 ( / : arg0 : arg1 ( / ) ) : time ( / ) : arg2-of ( / : arg1 ( / : op1 ( / : ( / : op1 ( / ) ) ) : op2 ( / : ( / : op1 ( / ) ) ) ) ) ) ) : time ( / : arg1 : arg2 ( / : quant 6 : unit ( / ) ) ) ),六 岁 时 ， 大人们 使 我 对 我 的 画家 生涯 失去 了 勇气 ， 除了 画 过 开 着 肚皮 和 闭 着 肚皮 的 蟒蛇 ， 后来 再 没有 学 过 画 。,( / : arg1 ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / ) : time ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / : quant ( ) ( / 6 ) : unit ( ) ( / ) ) ) ) : arg2 ( ) ( / : ( ) ( / ) : arg1 ( ) ( / ) : polarity ( ) ( / - ) : ( ) ( / ) : time ( ) ( / ) : arg2-of ( ) ( / : arg1 ( ) ( / : ( ) ( / ) : arg1 ( ) ( / : ( ) ( / : op1 ( ) ( / : ( ) ( / ) : arg1 ( ) ( / ) ) : op2 ( ) ( / : ( ) ( / ) : arg1 ( ) ( / ) ) ) ) ) ) ) ),چون آدم‌بزرگها مرا در شش سالگی از کار نقاشی دلسرد کرده بودند و من بجز کشيدن شکل مار بوآی باز و مار بوآی بسته نقاشی ديگری نياموخته بودم .,( / : arg2 ( / : op1 ( / : arg0 ( / : ( / ) ) : arg1 ( / ) : arg2 ( / ) : ( / ) : time ( / : arg0 : arg1 ( / : quant 6 : unit ( / ) ) ) ) : op2 ( / : polarity - : arg0 : arg1 ( / : ( / ) : arg2-of ( / : arg1 ( / : op1 ( / : ( / ) : ( / ) ) : op2 ( / : ( / ) : ( / ) ) ) ) ) ) ) )
55,Now I stared at this sudden apparition with my eyes fairly starting out of my head in astonishment .,( / : arg0 ( / ) : arg1 ( / : arg1-of ( / : manner ( / ) ) : mod ( / ) ) : ( / ) : manner ( / : arg0 ( / : ) : arg1-of ( / : arg0 ( / : arg1 ) ) : ( / ) : manner ( / : arg1 : ( / : ) ) ) ),我 惊奇 地 睁大 着 眼睛 看 着 这 突然 出现 的 小家伙 。,( / : arg0 ( ) ( / ) : manner ( ) ( / ) : manner ( ) ( / : ( ) ( / ) : arg1 ( ) ( / ) ) : ( ) ( / ) : arg1 ( ) ( / : arg1-of ( ) ( / : manner ( ) ( / ) ) : mod ( ) ( / ) ) ),باری ، من با چشمانی گردشده از تعجب به اين شبح نگاه کردم .,( / : arg0 ( / ) : arg1 ( / : mod ( / ) ) : manner ( / : arg1 ( / ) : arg1-of ( / : arg0 ( / : arg1 ( / ) ) ) ) )
56,"Remember , I had crashed in the desert a thousand miles from any inhabited region .",( / : arg0 ( / ) : arg1 ( / : arg1 ( / ) : ( / ) : ( / relative-position : ( / : ( / ) : ( / ) ) : quant ( / distance-quantity : unit ( / ) : quant 1000 ) : ( / ) ) ) : ),你们 不 要 忘记 ， 我 当时 处 在 远离 人烟 千 里 之外 的 地方 。,( / : ( ) ( / ) : arg0 ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / : arg0 ( ) ( / ) : ( ) ( / ) : arg1 ( ) ( / : ( ) ( / : arg1 ( ) ( / ) : ( ) ( / relative-position : quant ( ) ( / distance-quantity : quant ( ) ( / 1000 ) : unit ( ) ( / ) ) ) ) ) ) ) ),فراموش نکنيد که من در جايی بودم هزار ميل دور از هرچه آبادی بود .,( / : : : arg0 ( / ) : arg1 ( / : arg1 ( / ) : ( / relative-position : ( / ) : quant ( / distance-quantity : quant 1000 : unit ( / ) ) : ( / ) ) ) )
57,"And yet my little man seemed neither to be straying uncertainly among the sands , nor to be fainting from fatigue or hunger or thirst or fear .",( / : arg2 ( / : arg1 ( / : op1 ( / : arg0 ( / : mod ( / ) : ( / ) ) : arg1 ( / : op1 ( / ) ) : ( / : polarity - ) : polarity - ) : op2 ( / : arg0 : ( / : arg0 ( / : op1 ( / ) : op2 ( / ) : op3 ( / ) : ( / ) ) ) : polarity - ) ) ) ),而 这个 小家伙 给 我 的 印象 是 ， 他 既 不 象 迷 了 路 的 样子 ， 也 没有 半点 疲乏 、 饥渴 、 惧怕 的 神情 。,( / : arg2 ( ) ( / : arg0 ( ) ( / : mod ( ) ( / ) ) : arg1 ( ) ( / ) : arg2 ( ) ( / : op1 ( ) ( / : arg0 ( ) ( / ) : polarity ( ) ( / - ) : arg1 ( ) ( / : ( ) ( / : arg1 ( ) ( / : ( ) ( / ) : arg0 ( ) ( / ) ) ) ) ) : op2 ( ) ( / : polarity ( ) ( / - ) : arg1 ( ) ( / : ( ) ( / ) : ( ) ( / : arg1 ( ) ( / : op1 ( ) ( / ) : op2 ( ) ( / ) : op3 ( ) ( / ) ) ) ) : polarity ( ) ( / - ) : mod ( ) ( / ) ) ) ) ),به نظرم هم نمی‌آمد که اين آدمک کوچولو راه گم کرده ، يا از خستگی يا گرسنگی يا تشنگی يا ترس از پا افتاده باشد .,( / : polarity - : arg1 ( / : op1 ( / : arg0 ( / : mod ( / ) : mod ( / ) ) : arg1 ( / ) ) : op2 ( / : arg0 : ( / : arg0 ( / : op1 ( / ) : op2 ( / ) : op3 ( / ) : ( / ) ) ) ) ) : arg2 ( / ) )
58,"Nothing about him gave any suggestion of a child lost in the middle of the desert , a thousand miles from any human habitation .",( / : ( / : ( / ) ) : arg1 ( / : ( / : location ( / : ( / ) ) : location ( / : ( / : ( / : ( / ) ) : ( / ) ) : quant ( / : ( / ) : quant ) : ( / ) ) ) ) ),他 丝毫 不 象 是 一 个 迷失 在 旷无 人烟 的 大 沙漠 中 的 孩子 。,( / : ( ) ( / ) : arg1 ( ) ( / : ( ) ( / : location ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ) : quant ( ) ( / ) : ( ) ( / ) ) : ( ) ( / ) : ( ) ( / ) ),به ظاهر نيز به بچه‌ای که در صحرا، در هزار ميل دور از آباديها گم شده باشد، هيچ شباهت نداشت .,( / : ( / : : arg1 ( / ) : ( / : ( / : location ( / : ( / ) : quant ( / : quant : ( / ) ) : ( / ) ) : location ( / ) ) ) ) )
59,"When at last I was able to speak , I said to him : "" But -- what are you doing here ? """,( / : arg0 ( / ) : arg1 ( / : arg2 ( / : mode : arg1 ( / ) : arg2 ( / ) : ( / : arg0 ( / amr-unknown ) ) ) ) : arg2 ( / ) : time ( / : arg1 ( / : arg0 : time ( / ) ) ) ),当 我 在 惊讶 之中 终于 又 能 说出 话 来 的 时候 ， 对 他 说道 ： “ 唉 ， 你 在 这儿 干 什么 ？ ”,( / : arg2 ( ) ( / : arg0 ( ) ( / ) : arg2 ( ) ( / ) : arg1 ( ) ( / : ( ) ( / ) : ( ) ( / : arg0 ( ) ( / ) : ( ) ( / ) : arg1 ( ) ( / amr-unknown ) : mode ( ) ( / ) ) ) : time ( ) ( / : arg0 ( ) ( / : arg1 ( ) ( / ) : ( ) ( / : arg0 ( ) ( / ) ) ) : ( ) ( / ) : ( ) ( / ) ) ) ),آخر وقتی توانستم حرف بزنم ، به او گفتم : هی ... تو اينجا چه می‌کنی ؟,( / : arg0 ( / ) : arg1 ( / : ( / : mode ) : ( / : arg1 ( / ) : arg2 ( / ) : ( / : arg0 ( / amr-unknown ) ) ) ) : arg2 ( / ) : time ( / : arg0 : arg1 ( / : arg0 ( / ) : time ( / ) ) ) )
60,"And in answer he repeated , very slowly , as if he were speaking of a matter of great consequence : "" If you please -- draw me a sheep ... """,( / : ( / : arg0 ( / ) : arg1 ( / : : polite : arg0 ( / ) : arg1 ( / ) : arg2 ( / ) ) : ( / : arg0 ) : ( / : ( / ) ) : ( / : arg0 : arg1 ( / : mod ( / : mod ( / ) ) ) ) ) ),可是 他 却 不慌不忙 地 好象 有 一 件 重要 的 事 一般 ， 对 我 重复 地 说道 ： “ 请 … 给 我 画 一 只 羊 … ”,( / : arg2 ( ) ( / : arg0 ( ) ( / ) : ( ) ( / ) : arg2 ( ) ( / ) : arg1 ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / ) : polite ( ) ( / ) ) : ( ) ( / : arg1 ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / : mod ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) ) : ( ) ( / : arg0 ( ) ( / ) ) ) ) ),و او خيلی آرام و مثل اينکه يک حرف بسيار جدی می‌زند تکرار کرد : بيزحمت ... يک گوسفند برای من بکش ...,( / : ( / : arg0 ( / ) : arg1 ( / : : polite : arg0 ( / ) : arg1 ( / ) : arg2 ( / ) ) : ( / : ( / ) ) : ( / : arg0 : mod ( / : ( / ) ) ) ) )
61,"When a mystery is too overpowering , one dare not disobey .",( / : arg0 ( / ) : ( / : arg0 ) : polarity - : time ( / : arg0 ( / ) : ( / ) ) ),当 一 种 神秘 的 东西 把 你 镇住 的 时候 ， 你 是 不 敢 不 听从 它 的 支配 的 ，,( / : ( ) ( / : polarity ( ) ( / - ) : ( ) ( / : arg0 ( ) ( / ) ) : ( ) ( / ) : arg0 ( ) ( / ) ) : polarity ( ) ( / - ) : time ( ) ( / : arg0 ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / ) ) ),وقتی معمايی در آدم زياد اثر بکند ، جرات نافرمانی نمی‌ماند .,( / : polarity - : ( / : ( / ) ) : time ( / : arg0 ( / ) : ( / ) : ( / ) ) )
62,"Absurd as it might seem to me , a thousand miles from any human habitation and in danger of death , I took out of my pocket a sheet of paper and my fountain - pen .",( / : arg0 ( / : location ( / : op1 ( / : ( / ) : ( / : arg0 ( / ) ) ) : quant ( / : quant : ( / ) ) : ( / ) ) : ( / : arg0 ( / : arg1 ) ) ) : arg1 ( / : op1 ( / : quant ( / : quant ) ) : op2 ( / : ( / ) : ) ) : arg2 ( / : ) : ( / : arg1 ( / : arg1 ( / ) : arg2 ) ) ),在 这 旷无人烟 的 沙漠 上 ， 面临 死亡 的 危险 的 情况 下 ， 尽管 这样 的 举动 使 我 感到 十分 荒诞 ， 我 还是 掏出 了 一 张 纸 和 一 支 钢笔 。,( / : arg1 ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / : ( ) ( / ) ) : ( ) ( / : ( ) ( / ) ) ) : arg2 ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / : op1 ( ) ( / : quant ( ) ( / ) : ( ) ( / ) ) : op2 ( ) ( / : quant ( ) ( / ) : ( ) ( / ) ) ) ) : ( ) ( / : ( ) ( / : arg1 ( ) ( / : arg1 ( ) ( / : ( ) ( / ) ) ) ) ) : location ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ),گرچه اين برخورد در هزار ميل فاصله از آباديها و با بودن خطر مرگ در نظرم بيمعنی جلوه کرد ، يک ورق کاغذ و يک خودنويس از جيبم درآوردم .,( / : arg0 ( / : location ( / : op1 ( / ) : quant ( / : ( / ) ) : ( / ) ) : location ( / ) ) : arg1 ( / : op1 ( / ) : op2 ( / ) ) : arg2 ( / : ) : ( / : arg1 ( / ) : arg2 : location ( / : ) ) )
63,"But then I remembered how my studies had been concentrated on geography , history , arithmetic , and grammar , and I told the little chap ( a little crossly , too ) that I did not know how to draw .",( ) : : : : : : ( / : arg2 ( / : op1 ( / : arg0 ( / ) : arg1 ( / : arg1 ( / : op1 ( / ) : op2 ( / ) : op3 ( / ) : op4 ( / ) ) : arg2 ( / : arg0 ) ) : time ( / ) ) : op2 ( / : arg0 : arg1 ( / : polarity - : arg0 : arg1 ( / : arg0 ) ) : arg2 ( / : mod ( / ) ) : manner ( / : mod ( / ) : mod ( / ) ) ) ) ),这时 我 却 又 记起 ， 我 只 学 过 地理 、 历史 、 算术 和 语法 ， 就 有点 不 大 高兴 地 对 小家伙 说 我 不 会 画画 。,( / : arg1 ( ) ( / : arg2 ( ) ( / : arg0 ( ) ( / ) : time ( ) ( / ) : arg1 ( ) ( / : ( ) ( / ) : arg1 ( ) ( / : op1 ( ) ( / ) : op2 ( ) ( / ) : op3 ( ) ( / ) : op4 ( ) ( / ) ) : arg0 ( ) ( / ) ) : mod ( ) ( / ) ) ) : arg2 ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / : polarity ( ) ( / - ) : arg1 ( ) ( / : arg0 ( ) ( / ) ) : arg0 ( ) ( / ) ) : ( ) ( / ) : manner ( ) ( / : ( ) ( / ) : polarity ( ) ( / - ) : ( ) ( / ) ) ) ),اما در همان دم يادم آمد که من بيشتر جغرافيا و تاريخ و حساب و دستور خوانده‌ام ، اين بود که با اندک ترش‌رويی به آدمک گفتم من نقاشی بلد نيستم .,( / : op1 ( / : arg1 ( / ) : arg2 ( / : arg0 : arg1 ( / : op1 ( / ) : op2 ( / ) : op3 ( / ) : op4 ( / ) ) : mod ( / ) ) : time ( / : mod ( / ) ) ) : op2 ( / : arg1 ( / : arg0 : arg1 ( / : polarity - : arg0 : arg1 ( / ) ) : arg2 ( / ) : manner ( / : ( / ) ) ) ) )
64,"He answered me : "" That does n't matter .",( / : arg0 ( / ) : ( / ) : arg2 ( / : ( / ) : polarity - ) ),他 回答 我 说 ： “ 没有 关系 ，,( / : arg0 ( ) ( / ) : arg2 ( ) ( / : polarity ( ) ( / - ) : ( ) ( / ) ) : ( ) ( / ) ),او جواب داد: عيب ندارد,( / : arg0 ( / ) : arg2 ( / : polarity - ) )
